id,fund_name,Performance fee?,Investment Strategy,Leverage?,Portfolio composition, Concentration,Prediction,supporting evidence,source meta data,Predicted Investment Strategy
0000940394-18-001087,Eaton Vance TABS 10-to-20 Year Laddered Municipal Bond Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Eaton Vance TABS 10-to-20 Year Laddered Municipal Bond Fund <head_breaker>

Eaton Vance TABS 10-to-20 Year Laddered Municipal Bond Fund

Investment Objective

The Fund’s investment objective is to provide current income exempt from regular federal income tax.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance TABS 10-to-20 Year Laddered Municipal Bond Fund.txt'},2.0
0000940394-18-001087,Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond Fund	4	Prospectus dated June 1, 2018

Performance

The following bar chart and table provide some indication of the risks of investing in the Fund by showing changes in the Fund’s performance from year to year and how the Fund’s average annual returns over time compare with those of two broad-based securities market indices. The returns in the bar chart are for Class A shares and do not reflect a sales charge. If the sales charge was reflected, the returns would be lower. Past performance (both before and after taxes) is not necessarily an indication of how the Fund will perform in the future. The Fund’s performance reflects the effects of expense reductions. Absent these reductions, performance would have been lower. Updated Fund performance information can be obtained by visiting www.eatonvance.com.",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond Fund.txt'},2.0
0000940394-18-001087,Eaton Vance TABS Intermediate-Term Municipal Bond Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Eaton Vance TABS Intermediate

Term Municipal Bond Fund

<head_breaker>

Eaton Vance TABS Intermediate

Term Municipal Bond Fund

Investment Objective

The Fund’s investment objective is to seek after-tax total return.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance TABS Intermediate-Term Municipal Bond Fund.txt'},2.0
0000940394-18-001087,Eaton Vance TABS Short-Term Municipal Bond Fund,,2,No,Investment grade securities,Diversified,"2,0.95","Eaton Vance TABS Short

Term Municipal Bond Fund

<head_breaker>

Eaton Vance TABS Short

Term Municipal Bond Fund

Investment Objective

The Fund’s investment objective is to seek after-tax total return.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance TABS Short-Term Municipal Bond Fund.txt'},2.0
0000940394-18-001800,Eaton Vance Arizona Municipal Income Fund,,2,Yes,Investment grade securities,Concentrated by issuer / sector / jurisdiction,"2,0.95","Eaton Vance Arizona Municipal Income Fund <head_breaker>

Arizona Municipal Income Fund

Investment Objective

The Fund’s investment objective is to provide current income exempt from regular federal income tax and Arizona state personal income tax.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance Arizona Municipal Income Fund.txt'},2.0
0000940394-18-001800,Eaton Vance Connecticut Municipal Income Fund,,2,Yes,Investment grade securities,Concentrated by issuer / sector / jurisdiction,"2,0.95","Eaton Vance Connecticut Municipal Income Fund <head_breaker>

Connecticut Municipal Income Fund

Investment Objective

The Fund’s investment objective is to provide current income exempt from regular federal income tax and Connecticut state personal income tax.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance Connecticut Municipal Income Fund.txt'},2.0
0000940394-18-001800,Eaton Vance Minnesota Municipal Income Fund,,2,Yes,Investment grade securities,Concentrated by issuer / sector / jurisdiction,"2,0.95","Eaton Vance Minnesota Municipal Income Fund <head_breaker>

Minnesota Municipal Income Fund

Investment Objective

The Fund’s investment objective is to provide current income exempt from regular federal income tax and regular Minnesota state personal income tax.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance Minnesota Municipal Income Fund.txt'},2.0
0000940394-18-001800,Eaton Vance Municipal Opportunities Fund,,2,Yes,Investment grade securities,Concentrated by issuer / sector / jurisdiction,"2,0.9","Eaton Vance Municipal Income Funds	21	Prospectus dated December 1, 2017

The Fund may purchase derivative instruments, which derive their value from another instrument, security or index. The Fund may purchase or sell various kinds of residual interest bonds, financial futures contracts and options thereon to hedge against changes in interest rates or as a substitute for the purchase of portfolio securities. The Fund also may enter into interest rate swaps, forward rate contracts and credit derivatives, which may include credit default swaps, total return swaps or credit options, as well as purchase an instrument that has greater or lesser credit risk than the municipal bonds underlying the instrument. There is no stated limit on the Fund’s use of derivatives.",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance Municipal Opportunities Fund.txt'},2.0
0000940394-18-001800,Eaton Vance New Jersey Municipal Income Fund,,2,Yes,Investment grade securities,Concentrated by issuer / sector / jurisdiction,"2,0.95","Eaton Vance New Jersey Municipal Income Fund <head_breaker>

New Jersey Municipal Income Fund

Investment Objective

The Fund’s investment objective is to provide current income exempt from regular federal income tax and New Jersey state personal income tax.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance New Jersey Municipal Income Fund.txt'},2.0
0000940394-18-001800,Eaton Vance Pennsylvania Municipal Income Fund,,2,Yes,Investment grade securities,Concentrated by issuer / sector / jurisdiction,"2,0.95","Eaton Vance Pennsylvania Municipal Income Fund <head_breaker>

Pennsylvania Municipal Income Fund

Investment Objective

The Fund’s investment objective is to provide current income exempt from regular federal income tax and Pennsylvania state and local taxes in the form of an investment exempt from Pennsylvania personal property taxes.

Fees and Expenses of the Fund",{'source': 'NLP_app\\MutualFundSummary\\Eaton Vance Pennsylvania Municipal Income Fund.txt'},2.0
0001104659-18-012545,MFS Global Growth Fund,,1,No,Listed Equities,Diversified,"1,0.9","3

MFS Global Growth Fund

changes in the fund’s performance over time and how the fund’s performance over time compares with that of a broad measure of market performance and one or more other measures of performance for markets in which the fund may invest.

The fund’s past performance (before and after taxes) does not necessarily indicate how the fund will perform in the future. Updated performance is available online at mfs.com or by calling 1-800-225-2606.

Class A Bar Chart.  The bar chart does not take into account any sales charges (loads) that you may be required to pay upon purchase or redemption of the fund’s shares. If these sales charges were included, they would reduce the returns shown.

During the period(s) shown in the bar chart, the highest quarterly return was 20.45% (for the calendar quarter ended June 30, 2009) and the lowest quarterly return was (20.09)% (for the calendar quarter ended December 31, 2008).

Performance Table.

Average Annual Total Returns",{'source': 'NLP_app\\MutualFundSummary\\MFS Global Growth Fund.txt'},1.0
0001104659-18-012545,MFS Strategic Income Fund,,2,Yes,Sub-investment grade securities or emerging markets,Diversified,"2,0.9","MFS Strategic Income Fund

<head_breaker>

Summary of Key Information

Investment Objective

The fund’s investment objective is to seek total return with an emphasis on high current income, but also considering capital appreciation.

Fees and Expenses

This table describes the fees and expenses that you may pay when you buy and hold shares of the fund. Investors may also pay commissions or other fees to their financial intermediaries when they buy and hold shares of the fund, which are not reflected below.",{'source': 'NLP_app\\MutualFundSummary\\MFS Strategic Income Fund.txt'},2.0
0001104659-18-012553,MFS Global Equity Fund,,1,No,Listed Equities,Diversified,"1,0.95","MFS Global Equity Fund

<head_breaker>

MFS Global Equity Fund

Summary of Key Information

Investment Objective

The fund’s investment objective is to seek capital appreciation.

Fees and Expenses

This table describes the fees and expenses that you may pay when you buy and hold shares of the fund. Investors may also pay commissions or other fees to their financial intermediaries when they buy and hold shares of the fund, which are not reflected below.

You may qualify for sales charge reductions if, with respect to Class A shares, you and certain members of your family invest, or agree to invest in the future, at least $50,000 in MFS Funds, and, with respect to Class T shares, you invest at least $250,000 in the fund. More information about these and other waivers and reductions is available from your financial intermediary and in “Sales Charges and Waivers and Reductions” on page 8 and “Appendix A – Waivers and Reductions of Sales Charges” on page A-1 of the fund’s prospectus.",{'source': 'NLP_app\\MutualFundSummary\\MFS Global Equity Fund.txt'},1.0
0001104659-18-012553,MFS Global Total Return Fund,,1,Yes,Listed Equities,Diversified,"0,0","During the period(s) shown in the bar chart, the highest quarterly return was 12.25% (for the calendar quarter ended June 30, 2009) and the lowest quarterly return was (9.94)% (for the calendar quarter ended March 31, 2009).

4

MFS Global Total Return Fund

Performance Table.

Average Annual Total Returns

(For the Periods Ended December 31, 2017)

Share Class

1 YEAR

5 YEARS

10 YEARS

Returns Before Taxes

T Shares

12.29

%

6.92

%

5.15

%

B Shares

10.26

%

6.36

%

4.78

%

C Shares

13.31

%

6.67

%

4.63

%

I Shares

15.45

%

7.73

%

5.68

%

R1 Shares

14.30

%

6.66

%

4.63

%

R2 Shares

14.91

%

7.19

%

5.16

%

R3 Shares

15.19

%

7.48

%

5.42

%

R4 Shares

15.46

%

7.73

%

5.68

%

R6 Shares

15.56

%

7.84

%

5.73

%

A Shares

8.52

%

6.20

%

4.78

%

Returns After Taxes on Distributions

A Shares

7.86

%

5.55

%

4.10

%

Returns After Taxes on Distributions and Sale of Fund Shares

A Shares

5.32

%

4.77

%

3.65

%",{'source': 'NLP_app\\MutualFundSummary\\MFS Global Total Return Fund.txt'},
0001104659-18-012553,MFS Utilities Fund,,1,Yes,Listed Equities,Concentrated by issuer / sector / jurisdiction,"1,0.9","Principal Investment Strategies

MFS (Massachusetts Financial Services Company, the fund’s investment adviser) normally invests at least 80% of the fund’s net assets in securities of issuers in the utilities industry. MFS considers a company to be in the utilities industry if, at the time of investment, MFS determines that a substantial portion (i.e., at least 50%) of the company’s assets or revenues are derived from one or more utilities. Issuers in the utilities industry include issuers engaged in the manufacture, production, generation, transmission, sale or distribution of electric, gas or other types of energy, water or other sanitary services; and issuers engaged in telecommunications, including telephone, cellular telephone, satellite, microwave, cable television, and other communications media (but not engaged in public broadcasting).",{'source': 'NLP_app\\MutualFundSummary\\MFS Utilities Fund.txt'},1.0
